Country,Element,Item,Year,Value
Kuwait,Production,Wheat and products,2000,0
Kuwait,Production,Wheat and products,2005,1000
Kuwait,Production,Wheat and products,2010,0
Kuwait,Production,Wheat and products,2011,0
Kuwait,Production,Wheat and products,2012,0
Kuwait,Production,Wheat and products,2013,0
Kuwait,Import Quantity,Wheat and products,1965,80000
Kuwait,Import Quantity,Wheat and products,1970,87000
Kuwait,Import Quantity,Wheat and products,1975,107000
Kuwait,Import Quantity,Wheat and products,1980,178000
Kuwait,Import Quantity,Wheat and products,1985,184000
Kuwait,Import Quantity,Wheat and products,1990,71000
Kuwait,Import Quantity,Wheat and products,1995,197000
Kuwait,Import Quantity,Wheat and products,2000,281000
Kuwait,Import Quantity,Wheat and products,2005,332000
Kuwait,Import Quantity,Wheat and products,2010,315000
Kuwait,Import Quantity,Wheat and products,2011,388000
Kuwait,Import Quantity,Wheat and products,2012,367000
Kuwait,Import Quantity,Wheat and products,2013,449000
Kuwait,Import Quantity,Rice (Milled Equivalent),1965,50000
Kuwait,Import Quantity,Rice (Milled Equivalent),1970,38000
Kuwait,Import Quantity,Rice (Milled Equivalent),1975,73000
Kuwait,Import Quantity,Rice (Milled Equivalent),1980,85000
Kuwait,Import Quantity,Rice (Milled Equivalent),1985,90000
Kuwait,Import Quantity,Rice (Milled Equivalent),1990,22000
Kuwait,Import Quantity,Rice (Milled Equivalent),1995,89000
Kuwait,Import Quantity,Rice (Milled Equivalent),2000,132000
Kuwait,Import Quantity,Rice (Milled Equivalent),2005,161000
Kuwait,Import Quantity,Rice (Milled Equivalent),2010,187000
Kuwait,Import Quantity,Rice (Milled Equivalent),2011,294000
Kuwait,Import Quantity,Rice (Milled Equivalent),2012,210000
Kuwait,Import Quantity,Rice (Milled Equivalent),2013,174000
Kuwait,Production,Barley and products,1965,0
Kuwait,Production,Barley and products,1970,0
Kuwait,Production,Barley and products,1975,0
Kuwait,Production,Barley and products,1980,0
Kuwait,Production,Barley and products,1985,1000
Kuwait,Production,Barley and products,1990,1000
Kuwait,Production,Barley and products,1995,1000
Kuwait,Production,Barley and products,2000,2000
Kuwait,Production,Barley and products,2005,2000
Kuwait,Production,Barley and products,2010,2000
Kuwait,Production,Barley and products,2011,2000
Kuwait,Production,Barley and products,2012,3000
Kuwait,Production,Barley and products,2013,2000
Kuwait,Import Quantity,Barley and products,1965,15000
Kuwait,Import Quantity,Barley and products,1970,23000
Kuwait,Import Quantity,Barley and products,1975,25000
Kuwait,Import Quantity,Barley and products,1980,48000
Kuwait,Import Quantity,Barley and products,1985,190000
Kuwait,Import Quantity,Barley and products,1990,98000
Kuwait,Import Quantity,Barley and products,1995,158000
Kuwait,Import Quantity,Barley and products,2000,258000
Kuwait,Import Quantity,Barley and products,2005,210000
Kuwait,Import Quantity,Barley and products,2010,241000
Kuwait,Import Quantity,Barley and products,2011,83000
Kuwait,Import Quantity,Barley and products,2012,221000
Kuwait,Import Quantity,Barley and products,2013,349000
Kuwait,Production,Maize and products,1965,0
Kuwait,Production,Maize and products,1970,0
Kuwait,Production,Maize and products,1975,0
Kuwait,Production,Maize and products,1980,0
Kuwait,Production,Maize and products,1985,2000
Kuwait,Production,Maize and products,1990,1000
Kuwait,Production,Maize and products,1995,1000
Kuwait,Production,Maize and products,2000,0
Kuwait,Production,Maize and products,2005,1000
Kuwait,Production,Maize and products,2010,18000
Kuwait,Production,Maize and products,2011,18000
Kuwait,Production,Maize and products,2012,20000
Kuwait,Production,Maize and products,2013,20000
Kuwait,Import Quantity,Maize and products,1965,0
Kuwait,Import Quantity,Maize and products,1970,15000
Kuwait,Import Quantity,Maize and products,1975,14000
Kuwait,Import Quantity,Maize and products,1980,35000
Kuwait,Import Quantity,Maize and products,1985,121000
Kuwait,Import Quantity,Maize and products,1990,29000
Kuwait,Import Quantity,Maize and products,1995,84000
Kuwait,Import Quantity,Maize and products,2000,88000
Kuwait,Import Quantity,Maize and products,2005,146000
Kuwait,Import Quantity,Maize and products,2010,105000
Kuwait,Import Quantity,Maize and products,2011,154000
Kuwait,Import Quantity,Maize and products,2012,145000
Kuwait,Import Quantity,Maize and products,2013,191000
Kuwait,Import Quantity,Millet and products,1965,0
Kuwait,Import Quantity,Millet and products,1970,0
Kuwait,Import Quantity,Millet and products,1975,0
Kuwait,Import Quantity,Millet and products,1980,1000
Kuwait,Import Quantity,Millet and products,1985,0
Kuwait,Import Quantity,Millet and products,1990,0
Kuwait,Import Quantity,Millet and products,1995,1000
Kuwait,Import Quantity,Millet and products,2000,0
Kuwait,Import Quantity,Millet and products,2005,2000
Kuwait,Import Quantity,Millet and products,2010,1000
Kuwait,Import Quantity,Millet and products,2011,1000
Kuwait,Import Quantity,Millet and products,2012,1000
Kuwait,Import Quantity,Millet and products,2013,0
Kyrgyzstan,Total Population - Both sexes,Population,1995,4592000
Kyrgyzstan,Total Population - Both sexes,Population,2000,4955000
Kyrgyzstan,Total Population - Both sexes,Population,2005,5042000
Kyrgyzstan,Total Population - Both sexes,Population,2010,5334000
Kyrgyzstan,Total Population - Both sexes,Population,2011,5403000
Kyrgyzstan,Total Population - Both sexes,Population,2012,5474000
Kyrgyzstan,Total Population - Both sexes,Population,2013,5548000
Kyrgyzstan,Production,Wheat and products,1995,625000
Kyrgyzstan,Production,Wheat and products,2000,1039000
Kyrgyzstan,Production,Wheat and products,2005,950000
Kyrgyzstan,Production,Wheat and products,2010,813000
Kyrgyzstan,Production,Wheat and products,2011,800000
Kyrgyzstan,Production,Wheat and products,2012,541000
Kyrgyzstan,Production,Wheat and products,2013,819000
Kyrgyzstan,Import Quantity,Wheat and products,1995,160000
Kyrgyzstan,Import Quantity,Wheat and products,2000,231000
Kyrgyzstan,Import Quantity,Wheat and products,2005,359000
Kyrgyzstan,Import Quantity,Wheat and products,2010,436000
Kyrgyzstan,Import Quantity,Wheat and products,2011,483000
Kyrgyzstan,Import Quantity,Wheat and products,2012,604000
Kyrgyzstan,Import Quantity,Wheat and products,2013,563000
Kyrgyzstan,Production,Rice (Milled Equivalent),1995,4000
Kyrgyzstan,Production,Rice (Milled Equivalent),2000,13000
Kyrgyzstan,Production,Rice (Milled Equivalent),2005,11000
Kyrgyzstan,Production,Rice (Milled Equivalent),2010,14000
Kyrgyzstan,Production,Rice (Milled Equivalent),2011,13000
Kyrgyzstan,Production,Rice (Milled Equivalent),2012,15000
Kyrgyzstan,Production,Rice (Milled Equivalent),2013,18000
Kyrgyzstan,Import Quantity,Rice (Milled Equivalent),1995,4000
Kyrgyzstan,Import Quantity,Rice (Milled Equivalent),2000,3000
Kyrgyzstan,Import Quantity,Rice (Milled Equivalent),2005,5000
Kyrgyzstan,Import Quantity,Rice (Milled Equivalent),2010,23000
Kyrgyzstan,Import Quantity,Rice (Milled Equivalent),2011,15000
Kyrgyzstan,Import Quantity,Rice (Milled Equivalent),2012,26000
Kyrgyzstan,Import Quantity,Rice (Milled Equivalent),2013,23000
Kyrgyzstan,Production,Barley and products,1995,159000
Kyrgyzstan,Production,Barley and products,2000,150000
Kyrgyzstan,Production,Barley and products,2005,214000
Kyrgyzstan,Production,Barley and products,2010,232000
Kyrgyzstan,Production,Barley and products,2011,234000
Kyrgyzstan,Production,Barley and products,2012,213000
Kyrgyzstan,Production,Barley and products,2013,310000
Kyrgyzstan,Import Quantity,Barley and products,1995,0
Kyrgyzstan,Import Quantity,Barley and products,2000,3000
Kyrgyzstan,Import Quantity,Barley and products,2005,0
Kyrgyzstan,Import Quantity,Barley and products,2010,9000
Kyrgyzstan,Import Quantity,Barley and products,2011,16000
Kyrgyzstan,Import Quantity,Barley and products,2012,27000
Kyrgyzstan,Import Quantity,Barley and products,2013,10000
Kyrgyzstan,Production,Maize and products,1995,116000
Kyrgyzstan,Production,Maize and products,2000,338000
Kyrgyzstan,Production,Maize and products,2005,437000
Kyrgyzstan,Production,Maize and products,2010,441000
Kyrgyzstan,Production,Maize and products,2011,446000
Kyrgyzstan,Production,Maize and products,2012,578000
Kyrgyzstan,Production,Maize and products,2013,568000
Kyrgyzstan,Import Quantity,Maize and products,1995,8000
Kyrgyzstan,Import Quantity,Maize and products,2000,7000
Kyrgyzstan,Import Quantity,Maize and products,2005,4000
Kyrgyzstan,Import Quantity,Maize and products,2010,3000
Kyrgyzstan,Import Quantity,Maize and products,2011,8000
Kyrgyzstan,Import Quantity,Maize and products,2012,5000
Kyrgyzstan,Import Quantity,Maize and products,2013,4000
Kyrgyzstan,Production,Millet and products,1995,0
Kyrgyzstan,Production,Millet and products,2000,1000
Kyrgyzstan,Production,Millet and products,2005,0
Kyrgyzstan,Production,Millet and products,2010,0
Kyrgyzstan,Production,Millet and products,2011,0
Kyrgyzstan,Production,Millet and products,2012,0
Kyrgyzstan,Production,Millet and products,2013,0
Kyrgyzstan,Import Quantity,Millet and products,1995,0
Kyrgyzstan,Import Quantity,Millet and products,2000,0
Kyrgyzstan,Import Quantity,Millet and products,2005,0
Kyrgyzstan,Import Quantity,Millet and products,2010,0
Kyrgyzstan,Import Quantity,Millet and products,2011,0
Kyrgyzstan,Import Quantity,Millet and products,2012,0
Kyrgyzstan,Import Quantity,Millet and products,2013,0
Lao People's Democratic Republic,Total Population - Both sexes,Population,1965,2381000
Lao People's Democratic Republic,Total Population - Both sexes,Population,1970,2685000
Lao People's Democratic Republic,Total Population - Both sexes,Population,1975,3047000
Lao People's Democratic Republic,Total Population - Both sexes,Population,1980,3251000
Lao People's Democratic Republic,Total Population - Both sexes,Population,1985,3678000
Lao People's Democratic Republic,Total Population - Both sexes,Population,1990,4245000
Lao People's Democratic Republic,Total Population - Both sexes,Population,1995,4871000
Lao People's Democratic Republic,Total Population - Both sexes,Population,2000,5388000
Lao People's Democratic Republic,Total Population - Both sexes,Population,2005,5791000
Lao People's Democratic Republic,Total Population - Both sexes,Population,2010,6396000
Lao People's Democratic Republic,Total Population - Both sexes,Population,2011,6521000
Lao People's Democratic Republic,Total Population - Both sexes,Population,2012,6646000
Lao People's Democratic Republic,Total Population - Both sexes,Population,2013,6770000
Lao People's Democratic Republic,Import Quantity,Wheat and products,1965,5000
Lao People's Democratic Republic,Import Quantity,Wheat and products,1970,4000
Lao People's Democratic Republic,Import Quantity,Wheat and products,1975,1000
Lao People's Democratic Republic,Import Quantity,Wheat and products,1980,21000
Lao People's Democratic Republic,Import Quantity,Wheat and products,1985,4000
Lao People's Democratic Republic,Import Quantity,Wheat and products,1990,3000
Lao People's Democratic Republic,Import Quantity,Wheat and products,1995,10000
Lao People's Democratic Republic,Import Quantity,Wheat and products,2000,7000
Lao People's Democratic Republic,Import Quantity,Wheat and products,2005,12000
Lao People's Democratic Republic,Import Quantity,Wheat and products,2010,12000
Lao People's Democratic Republic,Import Quantity,Wheat and products,2011,13000
Lao People's Democratic Republic,Import Quantity,Wheat and products,2012,12000
Lao People's Democratic Republic,Import Quantity,Wheat and products,2013,13000
Lao People's Democratic Republic,Production,Rice (Milled Equivalent),1965,494000
Lao People's Democratic Republic,Production,Rice (Milled Equivalent),1970,602000
Lao People's Democratic Republic,Production,Rice (Milled Equivalent),1975,607000
Lao People's Democratic Republic,Production,Rice (Milled Equivalent),1980,702000
Lao People's Democratic Republic,Production,Rice (Milled Equivalent),1985,931000
Lao People's Democratic Republic,Production,Rice (Milled Equivalent),1990,995000
Lao People's Democratic Republic,Production,Rice (Milled Equivalent),1995,946000
Lao People's Democratic Republic,Production,Rice (Milled Equivalent),2000,1469000
Lao People's Democratic Republic,Production,Rice (Milled Equivalent),2005,1713000
Lao People's Democratic Republic,Production,Rice (Milled Equivalent),2010,2048000
Lao People's Democratic Republic,Production,Rice (Milled Equivalent),2011,2045000
Lao People's Democratic Republic,Production,Rice (Milled Equivalent),2012,2327000
Lao People's Democratic Republic,Production,Rice (Milled Equivalent),2013,2278000
Lao People's Democratic Republic,Import Quantity,Rice (Milled Equivalent),1965,101000
Lao People's Democratic Republic,Import Quantity,Rice (Milled Equivalent),1970,77000
Lao People's Democratic Republic,Import Quantity,Rice (Milled Equivalent),1975,25000
Lao People's Democratic Republic,Import Quantity,Rice (Milled Equivalent),1980,1000
Lao People's Democratic Republic,Import Quantity,Rice (Milled Equivalent),1985,8000
Lao People's Democratic Republic,Import Quantity,Rice (Milled Equivalent),1990,5000
Lao People's Democratic Republic,Import Quantity,Rice (Milled Equivalent),1995,18000
Lao People's Democratic Republic,Import Quantity,Rice (Milled Equivalent),2000,15000
Lao People's Democratic Republic,Import Quantity,Rice (Milled Equivalent),2005,25000
Lao People's Democratic Republic,Import Quantity,Rice (Milled Equivalent),2010,48000
Lao People's Democratic Republic,Import Quantity,Rice (Milled Equivalent),2011,19000
Lao People's Democratic Republic,Import Quantity,Rice (Milled Equivalent),2012,15000
Lao People's Democratic Republic,Import Quantity,Rice (Milled Equivalent),2013,12000
Lao People's Democratic Republic,Import Quantity,Barley and products,1965,0
Lao People's Democratic Republic,Import Quantity,Barley and products,1970,0
Lao People's Democratic Republic,Import Quantity,Barley and products,1975,0
Lao People's Democratic Republic,Import Quantity,Barley and products,1980,0
Lao People's Democratic Republic,Import Quantity,Barley and products,1985,0
Lao People's Democratic Republic,Import Quantity,Barley and products,1990,1000
Lao People's Democratic Republic,Import Quantity,Barley and products,1995,3000
Lao People's Democratic Republic,Import Quantity,Barley and products,2000,8000
Lao People's Democratic Republic,Import Quantity,Barley and products,2005,19000
Lao People's Democratic Republic,Import Quantity,Barley and products,2010,3000
Lao People's Democratic Republic,Import Quantity,Barley and products,2011,27000
Lao People's Democratic Republic,Import Quantity,Barley and products,2012,1000
Lao People's Democratic Republic,Import Quantity,Barley and products,2013,5000
Lao People's Democratic Republic,Production,Maize and products,1965,23000
Lao People's Democratic Republic,Production,Maize and products,1970,25000
Lao People's Democratic Republic,Production,Maize and products,1975,28000
Lao People's Democratic Republic,Production,Maize and products,1980,28000
Lao People's Democratic Republic,Production,Maize and products,1985,33000
Lao People's Democratic Republic,Production,Maize and products,1990,67000
Lao People's Democratic Republic,Production,Maize and products,1995,50000
Lao People's Democratic Republic,Production,Maize and products,2000,117000
Lao People's Democratic Republic,Production,Maize and products,2005,373000
Lao People's Democratic Republic,Production,Maize and products,2010,1021000
Lao People's Democratic Republic,Production,Maize and products,2011,1096000
Lao People's Democratic Republic,Production,Maize and products,2012,1125000
Lao People's Democratic Republic,Production,Maize and products,2013,1214000
Lao People's Democratic Republic,Import Quantity,Maize and products,1965,0
Lao People's Democratic Republic,Import Quantity,Maize and products,1970,0
Lao People's Democratic Republic,Import Quantity,Maize and products,1975,0
Lao People's Democratic Republic,Import Quantity,Maize and products,1980,0
Lao People's Democratic Republic,Import Quantity,Maize and products,1985,0
Lao People's Democratic Republic,Import Quantity,Maize and products,1990,0
Lao People's Democratic Republic,Import Quantity,Maize and products,1995,1000
Lao People's Democratic Republic,Import Quantity,Maize and products,2000,0
Lao People's Democratic Republic,Import Quantity,Maize and products,2005,1000
Lao People's Democratic Republic,Import Quantity,Maize and products,2010,0
Lao People's Democratic Republic,Import Quantity,Maize and products,2011,1000
Lao People's Democratic Republic,Import Quantity,Maize and products,2012,1000
Lao People's Democratic Republic,Import Quantity,Maize and products,2013,1000
Latvia,Total Population - Both sexes,Population,1995,2488000
Latvia,Total Population - Both sexes,Population,2000,2371000
Latvia,Total Population - Both sexes,Population,2005,2228000
Latvia,Total Population - Both sexes,Population,2010,2091000
Latvia,Total Population - Both sexes,Population,2011,2073000
Latvia,Total Population - Both sexes,Population,2012,2060000
Latvia,Total Population - Both sexes,Population,2013,2050000
Latvia,Production,Wheat and products,1995,244000
Latvia,Production,Wheat and products,2000,427000
Latvia,Production,Wheat and products,2005,677000
Latvia,Production,Wheat and products,2010,1035000
Latvia,Production,Wheat and products,2011,937000
Latvia,Production,Wheat and products,2012,1540000
Latvia,Production,Wheat and products,2013,1435000
Latvia,Import Quantity,Wheat and products,1995,40000
Latvia,Import Quantity,Wheat and products,2000,21000
Latvia,Import Quantity,Wheat and products,2005,154000
Latvia,Import Quantity,Wheat and products,2010,390000
Latvia,Import Quantity,Wheat and products,2011,202000
Latvia,Import Quantity,Wheat and products,2012,296000
Latvia,Import Quantity,Wheat and products,2013,260000
Latvia,Import Quantity,Rice (Milled Equivalent),1995,3000
Latvia,Import Quantity,Rice (Milled Equivalent),2000,6000
Latvia,Import Quantity,Rice (Milled Equivalent),2005,5000
Latvia,Import Quantity,Rice (Milled Equivalent),2010,5000
Latvia,Import Quantity,Rice (Milled Equivalent),2011,9000
Latvia,Import Quantity,Rice (Milled Equivalent),2012,6000
Latvia,Import Quantity,Rice (Milled Equivalent),2013,6000
Latvia,Production,Barley and products,1995,284000
Latvia,Production,Barley and products,2000,261000
Latvia,Production,Barley and products,2005,366000
Latvia,Production,Barley and products,2010,228000
Latvia,Production,Barley and products,2011,237000
Latvia,Production,Barley and products,2012,249000
Latvia,Production,Barley and products,2013,233000
Latvia,Import Quantity,Barley and products,1995,19000
Latvia,Import Quantity,Barley and products,2000,48000
Latvia,Import Quantity,Barley and products,2005,36000
Latvia,Import Quantity,Barley and products,2010,104000
Latvia,Import Quantity,Barley and products,2011,115000
Latvia,Import Quantity,Barley and products,2012,152000
Latvia,Import Quantity,Barley and products,2013,115000
Latvia,Import Quantity,Maize and products,1995,13000
Latvia,Import Quantity,Maize and products,2000,25000
Latvia,Import Quantity,Maize and products,2005,5000
Latvia,Import Quantity,Maize and products,2010,9000
Latvia,Import Quantity,Maize and products,2011,12000
Latvia,Import Quantity,Maize and products,2012,22000
Latvia,Import Quantity,Maize and products,2013,33000
Latvia,Import Quantity,Millet and products,1995,1000
Latvia,Import Quantity,Millet and products,2000,0
Latvia,Import Quantity,Millet and products,2005,1000
Latvia,Import Quantity,Millet and products,2010,0
Latvia,Import Quantity,Millet and products,2011,0
Latvia,Import Quantity,Millet and products,2012,0
Latvia,Import Quantity,Millet and products,2013,0
Lebanon,Total Population - Both sexes,Population,1965,2092000
Lebanon,Total Population - Both sexes,Population,1970,2297000
Lebanon,Total Population - Both sexes,Population,1975,2576000
Lebanon,Total Population - Both sexes,Population,1980,2605000
Lebanon,Total Population - Both sexes,Population,1985,2677000
Lebanon,Total Population - Both sexes,Population,1990,2703000
Lebanon,Total Population - Both sexes,Population,1995,3033000
Lebanon,Total Population - Both sexes,Population,2000,3235000
Lebanon,Total Population - Both sexes,Population,2005,3987000
Lebanon,Total Population - Both sexes,Population,2010,4341000
Lebanon,Total Population - Both sexes,Population,2011,4478000
Lebanon,Total Population - Both sexes,Population,2012,4647000
Lebanon,Total Population - Both sexes,Population,2013,4822000
Lebanon,Production,Wheat and products,1965,55000
Lebanon,Production,Wheat and products,1970,43000
Lebanon,Production,Wheat and products,1975,65000
Lebanon,Production,Wheat and products,1980,20000
Lebanon,Production,Wheat and products,1985,23000
Lebanon,Production,Wheat and products,1990,52000
Lebanon,Production,Wheat and products,1995,60000
Lebanon,Production,Wheat and products,2000,108000
Lebanon,Production,Wheat and products,2005,144000
Lebanon,Production,Wheat and products,2010,83000
Lebanon,Production,Wheat and products,2011,125000
Lebanon,Production,Wheat and products,2012,150000
Lebanon,Production,Wheat and products,2013,140000
Lebanon,Import Quantity,Wheat and products,1965,266000
Lebanon,Import Quantity,Wheat and products,1970,398000
Lebanon,Import Quantity,Wheat and products,1975,406000
Lebanon,Import Quantity,Wheat and products,1980,344000
Lebanon,Import Quantity,Wheat and products,1985,449000
Lebanon,Import Quantity,Wheat and products,1990,260000
Lebanon,Import Quantity,Wheat and products,1995,455000
Lebanon,Import Quantity,Wheat and products,2000,459000
Lebanon,Import Quantity,Wheat and products,2005,449000
Lebanon,Import Quantity,Wheat and products,2010,573000
Lebanon,Import Quantity,Wheat and products,2011,515000
Lebanon,Import Quantity,Wheat and products,2012,609000
Lebanon,Import Quantity,Wheat and products,2013,700000
Lebanon,Import Quantity,Rice (Milled Equivalent),1965,19000
Lebanon,Import Quantity,Rice (Milled Equivalent),1970,24000
Lebanon,Import Quantity,Rice (Milled Equivalent),1975,19000
Lebanon,Import Quantity,Rice (Milled Equivalent),1980,25000
Lebanon,Import Quantity,Rice (Milled Equivalent),1985,31000
Lebanon,Import Quantity,Rice (Milled Equivalent),1990,37000
Lebanon,Import Quantity,Rice (Milled Equivalent),1995,69000
Lebanon,Import Quantity,Rice (Milled Equivalent),2000,49000
Lebanon,Import Quantity,Rice (Milled Equivalent),2005,50000
Lebanon,Import Quantity,Rice (Milled Equivalent),2010,51000
Lebanon,Import Quantity,Rice (Milled Equivalent),2011,53000
Lebanon,Import Quantity,Rice (Milled Equivalent),2012,58000
Lebanon,Import Quantity,Rice (Milled Equivalent),2013,63000
Lebanon,Production,Barley and products,1965,13000
Lebanon,Production,Barley and products,1970,6000
Lebanon,Production,Barley and products,1975,14000
Lebanon,Production,Barley and products,1980,7000
Lebanon,Production,Barley and products,1985,9000
Lebanon,Production,Barley and products,1990,20000
Lebanon,Production,Barley and products,1995,33000
Lebanon,Production,Barley and products,2000,9000
Lebanon,Production,Barley and products,2005,29000
Lebanon,Production,Barley and products,2010,24000
Lebanon,Production,Barley and products,2011,30000
Lebanon,Production,Barley and products,2012,35000
Lebanon,Production,Barley and products,2013,35000
Lebanon,Import Quantity,Barley and products,1965,73000
Lebanon,Import Quantity,Barley and products,1970,122000
Lebanon,Import Quantity,Barley and products,1975,36000
Lebanon,Import Quantity,Barley and products,1980,27000
Lebanon,Import Quantity,Barley and products,1985,22000
Lebanon,Import Quantity,Barley and products,1990,50000
Lebanon,Import Quantity,Barley and products,1995,81000
Lebanon,Import Quantity,Barley and products,2000,60000
Lebanon,Import Quantity,Barley and products,2005,69000
Lebanon,Import Quantity,Barley and products,2010,77000
Lebanon,Import Quantity,Barley and products,2011,94000
Lebanon,Import Quantity,Barley and products,2012,76000
Lebanon,Import Quantity,Barley and products,2013,28000
Lebanon,Production,Maize and products,1965,9000
Lebanon,Production,Maize and products,1970,1000
Lebanon,Production,Maize and products,1975,2000
Lebanon,Production,Maize and products,1980,2000
Lebanon,Production,Maize and products,1985,1000
Lebanon,Production,Maize and products,1990,3000
Lebanon,Production,Maize and products,1995,5000
Lebanon,Production,Maize and products,2000,4000
Lebanon,Production,Maize and products,2005,3000
Lebanon,Production,Maize and products,2010,5000
Lebanon,Production,Maize and products,2011,3000
Lebanon,Production,Maize and products,2012,3000
Lebanon,Production,Maize and products,2013,3000
Lebanon,Import Quantity,Maize and products,1965,37000
Lebanon,Import Quantity,Maize and products,1970,87000
Lebanon,Import Quantity,Maize and products,1975,120000
Lebanon,Import Quantity,Maize and products,1980,288000
Lebanon,Import Quantity,Maize and products,1985,85000
Lebanon,Import Quantity,Maize and products,1990,111000
Lebanon,Import Quantity,Maize and products,1995,278000
Lebanon,Import Quantity,Maize and products,2000,294000
Lebanon,Import Quantity,Maize and products,2005,305000
Lebanon,Import Quantity,Maize and products,2010,368000
Lebanon,Import Quantity,Maize and products,2011,417000
Lebanon,Import Quantity,Maize and products,2012,402000
Lebanon,Import Quantity,Maize and products,2013,414000
Lebanon,Import Quantity,Millet and products,1965,0
Lebanon,Import Quantity,Millet and products,1970,0
Lebanon,Import Quantity,Millet and products,1975,0
Lebanon,Import Quantity,Millet and products,1980,0
Lebanon,Import Quantity,Millet and products,1985,0
Lebanon,Import Quantity,Millet and products,1990,0
Lebanon,Import Quantity,Millet and products,1995,0
Lebanon,Import Quantity,Millet and products,2000,0
Lebanon,Import Quantity,Millet and products,2005,0
Lebanon,Import Quantity,Millet and products,2010,1000
Lebanon,Import Quantity,Millet and products,2011,0
Lebanon,Import Quantity,Millet and products,2012,0
Lebanon,Import Quantity,Millet and products,2013,0
Lesotho,Total Population - Both sexes,Population,1965,933000
Lesotho,Total Population - Both sexes,Population,1970,1032000
Lesotho,Total Population - Both sexes,Population,1975,1149000
Lesotho,Total Population - Both sexes,Population,1980,1307000
Lesotho,Total Population - Both sexes,Population,1985,1468000
Lesotho,Total Population - Both sexes,Population,1990,1598000
Lesotho,Total Population - Both sexes,Population,1995,1754000
Lesotho,Total Population - Both sexes,Population,2000,1856000
Lesotho,Total Population - Both sexes,Population,2005,1926000
Lesotho,Total Population - Both sexes,Population,2010,2009000
Lesotho,Total Population - Both sexes,Population,2011,2030000
Lesotho,Total Population - Both sexes,Population,2012,2052000
Lesotho,Total Population - Both sexes,Population,2013,2074000
Lesotho,Production,Wheat and products,1965,50000
Lesotho,Production,Wheat and products,1970,58000
Lesotho,Production,Wheat and products,1975,45000
Lesotho,Production,Wheat and products,1980,28000
Lesotho,Production,Wheat and products,1985,18000
Lesotho,Production,Wheat and products,1990,33000
Lesotho,Production,Wheat and products,1995,11000
Lesotho,Production,Wheat and products,2000,16000
Lesotho,Production,Wheat and products,2005,14000
Lesotho,Production,Wheat and products,2010,20000
Lesotho,Production,Wheat and products,2011,20000
Lesotho,Production,Wheat and products,2012,11000
Lesotho,Production,Wheat and products,2013,13000
Lesotho,Import Quantity,Wheat and products,1965,15000
Lesotho,Import Quantity,Wheat and products,1970,33000
Lesotho,Import Quantity,Wheat and products,1975,38000
Lesotho,Import Quantity,Wheat and products,1980,67000
Lesotho,Import Quantity,Wheat and products,1985,47000
Lesotho,Import Quantity,Wheat and products,1990,77000
Lesotho,Import Quantity,Wheat and products,1995,76000
Lesotho,Import Quantity,Wheat and products,2000,71000
Lesotho,Import Quantity,Wheat and products,2005,39000
Lesotho,Import Quantity,Wheat and products,2010,86000
Lesotho,Import Quantity,Wheat and products,2011,86000
Lesotho,Import Quantity,Wheat and products,2012,99000
Lesotho,Import Quantity,Wheat and products,2013,121000
Lesotho,Import Quantity,Rice (Milled Equivalent),1965,0
Lesotho,Import Quantity,Rice (Milled Equivalent),1970,0
Lesotho,Import Quantity,Rice (Milled Equivalent),1975,0
Lesotho,Import Quantity,Rice (Milled Equivalent),1980,1000
Lesotho,Import Quantity,Rice (Milled Equivalent),1985,2000
Lesotho,Import Quantity,Rice (Milled Equivalent),1990,2000
Lesotho,Import Quantity,Rice (Milled Equivalent),1995,9000
Lesotho,Import Quantity,Rice (Milled Equivalent),2000,10000
Lesotho,Import Quantity,Rice (Milled Equivalent),2005,16000
Lesotho,Import Quantity,Rice (Milled Equivalent),2010,12000
Lesotho,Import Quantity,Rice (Milled Equivalent),2011,12000
Lesotho,Import Quantity,Rice (Milled Equivalent),2012,12000
Lesotho,Import Quantity,Rice (Milled Equivalent),2013,3000
Lesotho,Production,Barley and products,1965,2000
Lesotho,Production,Barley and products,1970,1000
Lesotho,Production,Barley and products,1975,0
Lesotho,Production,Barley and products,1980,0
Lesotho,Production,Barley and products,1985,1000
Lesotho,Production,Barley and products,1990,0
Lesotho,Production,Barley and products,1995,0
Lesotho,Production,Barley and products,2000,0
Lesotho,Production,Barley and products,2005,0
Lesotho,Production,Barley and products,2010,1000
Lesotho,Production,Barley and products,2011,1000
Lesotho,Production,Barley and products,2012,1000
Lesotho,Production,Barley and products,2013,1000
Lesotho,Import Quantity,Barley and products,1965,0
Lesotho,Import Quantity,Barley and products,1970,0
Lesotho,Import Quantity,Barley and products,1975,0
Lesotho,Import Quantity,Barley and products,1980,5000
Lesotho,Import Quantity,Barley and products,1985,5000
Lesotho,Import Quantity,Barley and products,1990,0
Lesotho,Import Quantity,Barley and products,1995,0
Lesotho,Import Quantity,Barley and products,2000,0
Lesotho,Import Quantity,Barley and products,2005,2000
Lesotho,Import Quantity,Barley and products,2010,5000
Lesotho,Import Quantity,Barley and products,2011,6000
Lesotho,Import Quantity,Barley and products,2012,4000
Lesotho,Import Quantity,Barley and products,2013,3000
Lesotho,Production,Maize and products,1965,110000
Lesotho,Production,Maize and products,1970,67000
Lesotho,Production,Maize and products,1975,70000
Lesotho,Production,Maize and products,1980,106000
Lesotho,Production,Maize and products,1985,92000
Lesotho,Production,Maize and products,1990,172000
